changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,daily_seasonality,weekly_seasonality,yearly_seasonality,rmse
0.1,0.5,multiplicative,True,False,True,2893.745292098811
0.01,1.0,multiplicative,True,True,True,2896.1759713435745
0.001,5.0,additive,True,False,False,2896.7915886828837
0.001,1.0,additive,True,False,False,2898.515724426784
0.01,5.0,multiplicative,False,True,True,2901.9924580281895
0.005,0.5,multiplicative,False,True,True,2902.15334281046
0.01,0.5,multiplicative,True,False,True,2903.5890306448146
0.005,5.0,multiplicative,False,True,True,2904.421130637849
0.1,0.5,multiplicative,False,True,True,2906.2550267245647
0.001,0.01,additive,True,True,False,2912.6842561892154
0.001,0.1,additive,True,True,True,2915.7525807514257
0.001,10.0,additive,False,True,False,2918.956792898363
0.001,5.0,additive,False,True,False,2920.562569154267
0.01,0.5,multiplicative,False,True,True,2921.8534746983464
0.001,0.05,additive,False,True,False,2923.325761112516
0.01,10.0,multiplicative,False,True,True,2923.8846381699977
0.001,0.01,additive,True,False,False,2924.412474717483
0.001,1.0,additive,False,True,False,2924.96688775148
0.001,0.5,additive,True,True,True,2925.3627815816517
0.001,0.5,additive,False,True,False,2926.8542333213004
0.5,0.1,multiplicative,False,False,True,2930.701716320506
0.005,0.1,multiplicative,False,True,True,2931.0704033454685
0.001,0.1,additive,False,True,False,2931.7472218567045
0.005,0.1,multiplicative,True,True,True,2936.9816487846365
0.005,10.0,multiplicative,False,True,True,2940.587460514106
0.01,1.0,multiplicative,False,False,True,2944.0161363379907
0.005,1.0,multiplicative,False,True,True,2950.131253975044
0.01,5.0,multiplicative,True,False,True,2952.8337576217828
0.01,0.5,multiplicative,True,True,True,2953.5792244838385
0.01,0.1,multiplicative,True,True,True,2955.312715915573
0.005,0.05,multiplicative,True,True,True,2958.957308495047
0.01,10.0,multiplicative,True,False,True,2960.2008607116986
0.001,0.5,additive,True,False,True,2960.6750820509224
0.005,10.0,multiplicative,False,False,True,2961.9311612797965
0.001,0.01,additive,False,True,False,2962.476732849581
0.001,0.1,additive,True,False,True,2966.4496612553667
0.005,0.5,multiplicative,True,False,True,2966.5511502216646
0.001,10.0,additive,True,False,True,2968.3114755424176
0.001,0.01,additive,True,False,True,2968.5232535460373
0.001,0.05,additive,True,True,True,2969.5966967587415
0.001,0.1,multiplicative,True,True,False,2976.524623532858
0.005,5.0,multiplicative,True,True,True,2976.655777251271
0.005,10.0,multiplicative,True,False,True,2977.7822659829444
0.001,0.05,additive,True,False,True,2977.9054497714774
0.01,1.0,multiplicative,False,True,True,2978.4080488115346
0.001,1.0,additive,True,True,False,2980.9136094897235
0.001,1.0,additive,True,False,True,2981.738667851699
0.001,1.0,multiplicative,True,False,False,2982.2025794563756
0.1,10.0,multiplicative,True,False,True,2982.399837096273
0.001,0.1,additive,True,False,False,2984.4509455761454
0.1,5.0,multiplicative,False,True,True,2985.7436708841024
0.001,0.5,multiplicative,True,True,False,2986.5913748631547
0.001,0.1,multiplicative,True,True,True,2987.6853821199675
0.001,0.5,multiplicative,True,False,True,2988.270716861108
0.001,5.0,additive,True,True,True,2989.501055197266
0.001,10.0,multiplicative,True,True,True,2999.2624114296777
0.001,5.0,additive,True,True,False,2999.9035400248226
0.001,5.0,multiplicative,True,False,False,3000.4870360751215
0.005,0.5,multiplicative,True,True,True,3001.404519457645
0.005,10.0,multiplicative,True,True,True,3003.3587696981836
0.1,10.0,multiplicative,False,True,True,3003.958521598948
0.005,0.1,multiplicative,False,False,True,3010.837502711245
0.5,0.1,multiplicative,False,True,True,3011.528551042704
0.001,10.0,multiplicative,True,True,False,3014.2236200766797
0.001,1.0,multiplicative,True,False,True,3015.7334592855314
0.001,0.05,additive,False,True,True,3017.9433503675414
0.001,1.0,multiplicative,True,True,False,3018.1233265100373
0.005,1.0,multiplicative,True,False,True,3018.324601647637
0.5,0.1,multiplicative,True,False,True,3018.5154483540123
0.5,0.5,multiplicative,True,False,True,3019.6655656544117
0.005,0.1,multiplicative,True,False,True,3020.651775065528
0.001,0.05,multiplicative,True,False,True,3021.7427772843284
0.001,0.5,multiplicative,True,False,False,3024.1696697786997
0.001,5.0,multiplicative,True,True,False,3025.553252630619
0.001,0.05,multiplicative,True,True,False,3025.8528735982545
0.001,1.0,multiplicative,True,True,True,3025.979175185744
0.001,0.01,multiplicative,True,True,False,3026.1260759647002
0.001,1.0,additive,True,True,True,3026.19872781302
0.001,5.0,additive,False,True,True,3026.403096424786
0.1,1.0,multiplicative,True,False,True,3028.5000617034048
0.001,10.0,additive,True,True,True,3029.4679971814676
0.001,0.5,additive,False,True,True,3038.1238187170798
0.005,5.0,multiplicative,True,False,True,3038.2023593239965
0.001,0.1,multiplicative,True,False,False,3039.5494810865434
0.001,0.1,additive,False,False,True,3040.0358207111367
0.001,0.5,multiplicative,False,True,False,3040.7841291037284
0.001,0.1,multiplicative,False,True,False,3041.7326444767073
0.1,0.5,multiplicative,True,True,True,3042.121822320924
0.001,10.0,multiplicative,False,True,False,3048.4877169077113
0.001,0.05,multiplicative,True,False,False,3049.1574682507226
0.001,5.0,multiplicative,False,True,False,3051.663189265303
0.01,1.0,multiplicative,True,False,True,3051.958346328458
0.001,1.0,multiplicative,False,True,False,3052.094261557921
0.1,1.0,multiplicative,True,True,True,3052.724481112685
0.1,5.0,multiplicative,True,False,True,3053.741053170195
0.001,0.05,multiplicative,True,True,True,3055.278305966833
0.001,0.01,multiplicative,False,False,True,3057.8183624981075
0.001,0.01,multiplicative,True,True,True,3058.885353341839
0.001,5.0,multiplicative,True,True,True,3060.9199542017673
0.001,5.0,additive,True,False,True,3061.7855423270858
0.001,0.5,additive,False,False,True,3062.676209450108
0.001,0.05,additive,False,False,True,3062.8735957679623
0.001,0.1,multiplicative,False,True,True,3063.7722438019755
0.001,1.0,multiplicative,False,True,True,3064.564762201109
0.001,0.1,additive,False,True,True,3064.6700425894305
0.001,0.05,multiplicative,False,True,True,3066.642249546962
0.5,0.5,multiplicative,True,True,True,3066.833717891534
0.001,10.0,multiplicative,False,True,True,3070.46071568515
0.001,5.0,multiplicative,True,False,True,3071.324728669877
0.01,10.0,multiplicative,True,True,True,3073.0370081851097
0.5,1.0,multiplicative,True,False,True,3074.0203250855875
0.001,0.01,additive,False,True,True,3077.1982476446346
0.001,10.0,multiplicative,True,False,False,3087.3138860364256
0.001,0.05,multiplicative,False,True,False,3087.4488544372894
0.001,1.0,additive,False,True,True,3089.454652309803
0.001,0.01,additive,False,False,True,3092.7498260442617
0.001,0.1,multiplicative,True,False,True,3094.9267640223466
0.001,0.01,additive,True,True,True,3095.5802498129005
0.001,0.01,multiplicative,True,False,False,3097.7461066422234
0.001,0.05,multiplicative,False,False,True,3098.3308572982937
0.5,0.1,multiplicative,True,True,True,3099.368134697792
0.001,0.5,multiplicative,True,True,True,3100.290608307453
0.1,5.0,multiplicative,True,True,True,3100.9561465545835
0.001,0.01,multiplicative,True,False,True,3101.5135171569586
0.001,0.01,multiplicative,False,True,True,3101.7436993893484
0.001,10.0,multiplicative,True,False,True,3103.2473123714312
0.001,10.0,additive,False,False,True,3106.018882413334
0.001,5.0,additive,False,False,True,3107.9805542424624
0.005,1.0,multiplicative,True,True,True,3111.3578377542262
0.001,0.05,multiplicative,False,False,False,3111.6467356890867
0.001,10.0,multiplicative,False,False,False,3111.6467356890867
0.001,5.0,multiplicative,False,False,False,3111.6467356890867
0.001,0.01,multiplicative,False,False,False,3111.6467356890867
0.001,1.0,multiplicative,False,False,False,3111.6467356890867
0.001,0.5,multiplicative,False,False,False,3111.6467356890867
0.001,0.1,multiplicative,False,False,False,3111.6467356890867
0.001,10.0,multiplicative,False,False,True,3112.649552491809
0.001,10.0,additive,False,True,True,3114.1925150588386
0.001,1.0,additive,False,False,True,3114.7607228177876
0.001,0.01,multiplicative,False,True,False,3118.2232342574503
0.001,5.0,multiplicative,False,True,True,3119.36848008068
0.001,0.1,multiplicative,False,False,True,3119.5728661700214
0.001,5.0,multiplicative,False,False,True,3120.1785492638146
0.001,0.5,multiplicative,False,False,True,3123.958659451217
0.001,0.5,multiplicative,False,True,True,3124.697363531887
0.001,1.0,multiplicative,False,False,True,3144.8346799317596
0.5,1.0,multiplicative,True,True,True,3146.8889197166764
0.1,10.0,multiplicative,True,True,True,3157.5643872986143
0.5,1.0,multiplicative,False,True,True,3193.9791985034835
0.5,5.0,multiplicative,False,True,True,3210.1505006859716
0.5,0.5,multiplicative,False,True,True,3226.3379948245424
0.5,10.0,multiplicative,False,True,True,3232.0973170725747
0.5,1.0,multiplicative,False,False,True,3240.9697377992456
0.5,0.5,multiplicative,False,False,True,3244.8994449672296
0.5,5.0,multiplicative,False,False,True,3250.1531635636784
0.5,10.0,multiplicative,False,False,True,3254.0932683830897
0.5,5.0,multiplicative,True,True,True,3307.6957045652875
0.5,10.0,multiplicative,True,True,True,3333.2849889873232
0.5,10.0,multiplicative,True,False,True,3534.042543037366
0.5,5.0,multiplicative,True,False,True,3534.3556260330124
